Date,KGF.L,DPLM.L,BP.L,RR.L,SMT.L,SGE.L,GLEN.L,GSK.L,BTRW.L,AV.L,FRES.L,RIO.L,BAES.L,INF.L,MNDI.L,WTB.L,NWG.L,LSEG.L,BNZL.L,PSON.L,ITRK.L,AAF.L,VOD.L,.FTSE,LAND.L,CCH.L,AHT.L,IMB.L,MTLN.L,HLMA.L,SN.L,BARC.L,BATS.L,PSN.L,RTO.L,JD.L,MKS.L,MNG.L,AZN.L,SSE.L,RMV.L,LMPL.L,HSBA.L,PRU.L,CTEC.L,HWDN.L,HLN.L,CPG.L,CNA.L,PHNX.L,EZJ.L,ABF.L,BT.L,IHG.L,WEIR.L,MRON.L,ADML.L,DGE.L,ENT.L,ULVR.L,EDV.L,HSX.L,PSHP.L,WPP.L,ICAG.L,BEZG.L,AUTOA.L,CCEPC.L,HIK.L,FCIT.L,BAB.L,EXPN.L,CRDA.L,SMIN.L,SJP.L,NG.L,UU.L,PCT.L,III.L,STAN.L,DCC.L,BRBY.L,REL.L,AAL.L,LGEN.L,NXT.L,GAW.L,ANTO.L,IMI.L,TSCO.L,ALWA.L,SVT.L,SGRO.L,RKT.L,SHEL.L,BKGH.L,SPX.L,SBRY.L,LLOY.L,ICGIN.L,SDR.L
2015-01-02,336.3,714.0,410.45,272.373773,246.4,467.8,283.011475,1377.296746,405.280259,478.588302,742.727025,2703.04246,469.2,428.473768,1003.06968,4052.478474,356.934917,2224.0,1782.0,1176.0,2343.0,,221.9,6547.8,1152.752386,1118.660004,1165.0,2804.0,,660.5,1165.0,243.15,3452.5,1481.380485,120.0,20.32,450.64885,,4580.0,1606.0,230.0,151.573773,597.73428,1222.38418,,397.767169,,1099.306333,276.8,626.750769,1416.939579,3115.339737,401.0,2621.249395,1883.0,107.76507,1013.497081,1829.0,460.270993,2791.571306,,734.97201,1859.859581,1342.0,322.570294,259.848021,,2174.599367,1978.351138,422.3,1058.0,1095.0,2599.377021,1096.0,809.0,837.819569,918.5,57.95,454.0,915.820036,3517.0,1624.0,1092.0,1125.267108,246.0,6020.299676,503.0,748.0,1252.0,187.725557,472.796652,2000.0,363.103612,5165.0,2168.0,2460.843148,2851.491757,227.328482,75.013619,458.580744,455.43
2015-01-05,328.1,718.0,389.7,268.908057,242.0,467.8,269.103809,1363.852418,402.199953,465.151471,746.125123,2624.317486,462.0,423.50222,976.295656,4027.563936,346.752502,2204.0,1752.0,1160.0,2276.0,,216.45,6417.16,1162.758917,1082.87795,1182.0,2805.0,,672.5,1175.0,234.7,3413.0,1470.021657,117.7,20.28,431.474313,,4583.5,1584.0,222.6,149.992821,589.823091,1199.436304,,395.889044,,1078.262182,268.2,614.131626,1433.777839,3019.753232,392.4,2606.074273,1764.0,105.303022,1004.248438,1821.0,461.229891,2756.2214,,741.191801,1874.69971,1325.0,326.875647,254.481109,,,2126.07867,421.1,1044.0,1071.0,2574.354138,1077.0,788.0,839.110934,912.0,57.9,442.4,901.543066,3502.0,1607.0,1081.0,1069.715947,242.6,6006.931135,495.0,722.0,1224.0,181.3349,467.835512,1988.0,366.067333,5180.0,2080.0,2460.843148,2835.472141,218.082172,73.506451,459.183083,447.78
2015-01-06,316.8,725.0,391.05,269.065589,241.5,459.8,270.627936,1351.403966,393.927131,458.433056,767.484593,2679.83452,456.7,419.543395,973.42701,3955.397688,339.413825,2174.0,1746.0,1144.0,2298.0,,215.35,6366.51,1151.751733,1077.228152,1109.0,2834.0,,663.0,1176.0,230.35,3421.0,1446.357432,115.6,18.88,429.207373,,4488.5,1600.0,218.3,149.301155,579.860853,1177.307995,,384.620292,,1057.218032,263.9,599.218093,1416.097666,3011.950252,385.9,2562.572257,1772.0,104.092178,996.541236,1782.0,460.270993,2757.29261,,733.417062,1845.861967,1308.0,318.46365,249.561439,,2206.833447,2144.045532,420.0,1033.0,1046.0,2587.366037,1047.0,768.0,827.211922,900.0,57.0,433.2,901.447886,3475.0,1602.0,1066.0,1096.779333,238.6,6006.931135,495.0,717.5,1200.0,178.538987,467.240175,1976.0,365.684918,5110.0,2079.5,2435.885306,2787.413291,219.10954,71.782566,454.866321,435.71
2015-01-07,319.1,719.0,393.75,270.798447,245.1,460.0,271.294742,1373.313241,399.031639,457.741454,774.76623,2696.216595,462.7,425.803863,978.208086,3986.32608,337.028755,2190.0,1761.0,1140.0,2309.0,,216.0,6419.83,1173.766101,1068.753455,1109.0,2830.0,,668.0,1185.0,230.6,3410.0,1458.662829,117.3,19.032,437.519488,,4479.5,1600.0,219.8,149.992821,586.99069,1205.583057,,387.684601,,1062.228544,265.2,606.101262,1384.104972,2978.787588,393.4,2618.21437,1765.0,105.868082,1005.789879,1809.5,460.750442,2775.503167,,743.265065,1894.731948,1323.0,318.728594,251.976549,,,2168.001348,423.0,1042.0,1071.0,2603.380682,1057.0,767.5,846.305686,929.0,57.3,425.7,915.439316,3484.0,1626.0,1077.0,1094.880148,241.1,6104.967103,496.5,719.5,1200.0,181.734316,470.216859,2021.0,370.751924,5170.0,2098.0,2441.875188,2803.432907,214.439686,71.920477,455.870219,439.28
2015-01-08,322.7,712.0,405.0,277.887412,252.7,465.6,278.581978,1421.613236,400.175752,477.4027,800.494683,2755.37409,468.9,437.312075,1006.89454,4067.083548,346.477302,2216.0,1806.0,1163.0,2430.0,,225.75,6569.96,1181.771326,1088.527748,1131.0,2950.0,,683.0,1196.0,237.05,3512.5,1456.769691,120.3,19.4,422.123184,,4572.5,1600.0,225.5,149.202345,592.069478,1232.628768,,406.465854,,1093.293718,271.3,613.749227,1360.531408,3019.753232,399.3,2664.751411,1777.0,107.603624,1030.452925,1849.5,461.70934,2857.986279,,758.296227,1864.50923,1361.0,313.760879,253.854969,,,2170.995825,437.1,1066.0,1091.0,2655.428277,1091.0,795.5,860.049505,942.0,58.5,433.0,923.910319,3496.0,1651.0,1093.0,1121.468738,244.8,6153.985087,492.0,746.0,1225.0,208.944536,480.238362,2058.0,373.906853,5260.0,2142.5,2445.868443,2852.492983,235.734219,72.994211,459.885812,452.2
2015-01-09,321.4,720.0,398.65,271.58611,248.1,462.6,272.628354,1403.687465,379.669715,484.516316,792.24216,2716.69419,467.7,433.077053,1003.06968,4049.041986,337.303955,2215.0,1812.0,1177.0,2459.0,,224.9,6501.14,1182.771979,1062.162024,1139.0,2934.0,,691.0,1182.0,231.0,3472.0,1381.044171,120.0,19.084,423.162199,,4587.0,1595.0,215.7,149.202345,587.96738,1211.320026,,404.983124,,1083.272694,268.8,614.131626,1372.31819,3002.196528,392.5,2628.331118,1767.0,107.48254,1042.784449,1823.5,459.312095,2812.995491,,766.589282,1872.133104,1358.0,308.263275,253.13938,,,2278.796997,432.4,1031.0,1093.0,2651.424616,1077.0,783.5,850.917706,938.0,57.6,430.7,899.54429,3482.0,1647.0,1090.0,1094.405352,244.1,6140.616546,498.0,750.0,1218.0,203.802054,476.071005,2053.0,378.591444,5245.0,2106.5,2341.04551,2845.484401,225.834129,72.639583,467.415049,447.61
2015-01-12,324.4,725.0,396.55,273.634033,247.6,465.0,266.19844,1406.675093,372.805033,478.291902,801.465568,2661.632214,470.2,437.312075,1020.281552,4101.448428,338.037823,2193.0,1829.0,1185.0,2393.0,,226.8,6501.42,1193.779163,1059.337125,1117.0,2967.0,,680.0,1180.0,231.4,3522.0,1389.563292,119.0,18.86,423.445566,,4672.5,1503.0,212.5,149.301155,588.651063,1211.729809,,406.762401,,1111.331562,261.0,612.602033,1373.160103,3030.48233,397.9,2666.77476,1723.0,107.48254,1054.345252,1843.5,462.668238,2868.698372,,761.406123,1867.608996,1380.0,310.846487,249.919233,,,2375.61842,432.1,1020.0,1090.0,2654.427362,1067.0,788.0,849.165138,950.0,57.3,429.8,876.796318,3470.0,1663.0,1100.0,1082.535446,244.7,6189.63453,499.0,727.5,1204.0,204.251397,473.987326,2071.0,382.128788,5330.0,2078.5,2310.097786,2858.500339,224.433173,72.47212,467.816609,445.57
2015-01-13,333.1,730.0,396.3,271.743643,249.9,463.4,256.196352,1417.131793,374.477199,484.911517,807.290878,2657.536695,475.1,444.861462,1033.668564,4115.19438,342.807963,2258.0,1825.0,1195.0,2363.0,,229.0,6542.2,1208.78896,1071.578354,1084.0,2963.0,,687.5,1159.0,233.0,3584.5,1407.548103,122.2,18.8,437.330576,,4717.0,1524.0,215.5,149.202345,590.116098,1222.38418,,410.222105,,1119.348381,271.8,634.016336,1394.207928,3054.866642,399.8,2676.891508,1692.0,107.603624,1103.671346,1865.5,456.91485,2895.478603,,764.516019,1862.998094,1401.0,323.961254,247.951365,,,2425.52637,437.6,1025.0,1087.0,2682.45299,1086.0,804.0,858.75814,943.0,58.0,436.0,886.695017,3475.0,1664.0,1106.0,1087.758204,246.9,6287.670498,500.0,709.0,1217.0,211.690522,480.932922,2095.0,380.981542,5340.0,2077.0,2352.02696,2946.608231,232.558719,72.905554,468.619727,455.6
2015-01-14,329.2,725.0,382.15,268.592992,244.0,461.9,232.429484,1389.745198,374.037156,485.504318,792.24216,2552.418377,468.6,443.756674,1005.938325,4042.16901,332.717282,2212.0,1792.0,1187.0,2244.0,,225.25,6388.46,1202.785041,1006.605677,1033.0,2932.0,,676.5,1148.0,223.55,3514.5,1389.563292,120.0,18.8,426.279242,,4680.0,1488.0,213.4,148.609488,576.344769,1199.436304,,404.785427,,1107.323152,261.1,619.102803,1363.057147,2960.25551,401.4,2646.541265,1608.0,104.41507,1071.301097,1828.5,457.873748,2869.769581,,758.296227,1844.360751,1376.0,320.583208,244.731217,,,2362.642353,431.0,994.5,1065.0,2662.434684,1063.0,780.5,834.775635,941.5,57.0,424.5,843.388208,3436.0,1642.0,1104.0,989.950177,243.0,6162.897448,500.0,675.0,1201.0,213.687602,472.201315,2071.0,372.185983,5255.0,2008.0,2331.062373,2903.555511,227.048291,71.812119,464.403354,442.51
2015-01-15,318.6,722.0,392.6,268.750524,244.8,467.7,229.190713,1407.173031,374.037156,500.917154,830.106675,2587.002758,479.6,443.20428,1030.799919,4100.589306,332.809015,2255.0,1825.0,1200.0,2288.0,,227.9,6498.78,1226.800716,1017.905273,1030.0,2850.0,,678.5,1168.0,227.95,3589.5,1378.204464,121.8,19.044,431.474313,,4729.0,1480.0,216.2,149.103536,582.986261,1242.053788,,404.192334,,1093.293718,265.2,615.661219,1384.946885,3069.497229,400.2,2631.366143,1656.0,106.715672,1105.212786,1885.5,461.70934,2926.543671,,762.961071,1855.613676,1383.0,324.292435,246.877982,,,2245.85775,434.9,1019.0,1121.0,2705.474042,1081.0,800.5,840.217819,951.0,56.8,434.7,853.857986,3408.0,1684.0,1102.0,1006.09325,248.1,6194.320035,499.0,670.0,1214.0,218.929938,474.48344,2104.0,375.723327,5390.0,2066.0,2333.059,2957.621717,238.442734,73.073017,456.673337,448.12
2015-01-16,318.0,743.0,413.35,271.271045,241.6,469.2,240.574042,1425.098802,375.005252,500.423153,858.747783,2628.868063,483.8,443.756674,1016.456692,4097.152818,332.992482,2255.0,1853.0,1221.0,2351.0,,227.8,6550.27,1234.805941,1014.138741,1045.0,2892.0,,669.0,1176.0,224.35,3584.0,1371.578481,123.2,20.32,428.924005,,4715.0,1497.0,215.5,149.597583,580.15386,1228.940716,,402.413058,,1095.297923,264.9,624.456379,1347.0608,3016.827115,409.1,2631.366143,1687.0,107.361456,1120.62719,1891.5,459.312095,2942.61181,,762.961071,1848.648425,1385.0,325.418451,246.072945,,,2208.925867,432.5,1008.0,1145.0,2715.483195,1088.0,789.5,845.752243,964.5,56.65,436.3,857.189279,3423.0,1658.0,1102.0,1044.07695,250.4,6153.922295,494.5,691.0,1232.0,218.73023,476.765564,2127.0,383.371639,5375.0,2102.5,2305.106218,2953.616813,239.84369,73.329137,461.793219,447.61
2015-01-19,327.8,753.5,408.9,273.949098,243.6,469.0,235.95403,1433.065812,381.517899,504.869163,850.49526,2599.289315,488.7,448.636156,1027.931273,4128.940332,338.49649,2284.0,1870.0,1228.0,2392.0,,229.45,6585.53,1239.809207,1056.512226,1041.0,2945.0,,687.5,1192.0,230.0,3598.0,1407.548103,124.5,20.52,437.613943,,4725.0,1489.0,219.5,149.696393,582.400247,1237.955953,,405.378519,,1110.329459,264.8,628.280362,1357.163756,3036.334565,411.8,2655.646338,1696.0,108.451215,1119.08575,1900.5,460.750442,2923.330043,,766.589282,1849.762093,1400.0,327.86919,250.634821,,,2254.841181,435.6,1033.0,1155.0,2735.501501,1082.0,803.0,849.903061,962.0,57.2,439.0,867.563877,3454.0,1670.0,1114.0,1034.581025,253.8,6194.320035,505.0,693.5,1245.0,221.076799,480.536031,2127.0,385.952944,5370.0,2121.0,2340.047196,3019.697732,240.49747,73.536003,465.708422,451.35
2015-01-20,336.6,759.0,412.2,278.044944,242.9,471.6,245.241683,1436.05344,376.061357,510.797177,884.476235,2626.137717,492.1,453.975967,1040.36207,4148.700138,349.045839,2319.0,1878.0,1236.0,2385.0,,230.0,6620.1,1253.81835,995.306081,1065.0,2947.0,,700.0,1187.0,235.25,3611.5,1389.563292,124.3,20.2,441.675545,,4708.0,1505.0,221.1,153.154725,581.814233,1261.313613,,414.571448,,1121.352586,266.4,623.309184,1392.524102,2974.886098,414.4,2651.599639,1674.0,109.621697,1091.339822,1897.5,459.312095,2906.190695,,767.107598,1846.685575,1420.0,337.142258,252.244895,,,2304.749131,434.0,1028.0,1169.0,2750.51523,1077.0,817.5,855.345245,965.5,56.75,441.9,870.419271,3479.0,1703.0,1115.0,1064.967984,255.7,6266.138238,497.0,704.5,1252.0,224.57169,479.246134,2138.0,389.681496,5365.0,2117.0,2281.146691,3029.709992,239.750293,74.373319,462.295168,455.26
2015-01-21,339.0,755.0,426.0,281.038063,250.0,472.1,245.765602,1459.45653,387.502493,522.653204,897.583183,2661.632214,502.0,457.106201,1062.355018,4207.979556,348.770638,2341.0,1887.0,1296.0,2297.0,,238.15,6728.04,1263.824881,1017.905273,1075.0,3006.0,,697.0,1190.0,237.9,3690.5,1425.532914,124.3,19.52,446.681705,,4711.5,1504.0,225.3,155.822582,591.483464,1292.866942,,415.16454,,1127.3652,269.4,621.779591,1386.630711,2924.166728,421.3,2678.914858,1688.0,111.599408,1111.378548,1933.0,459.312095,2975.819297,,767.625914,1851.335224,1434.0,339.129344,253.228829,,,2347.669968,441.7,1016.0,1162.0,2747.512484,1082.0,827.0,860.418467,971.0,57.35,441.9,888.693793,3500.0,1743.0,1127.0,1064.967984,258.7,6333.467804,500.0,712.5,1274.0,228.665705,485.199502,2135.0,389.107873,5425.0,2163.5,2329.065746,3043.727156,246.56828,74.461976,469.523236,462.23
2015-01-22,345.2,755.5,428.4,283.243518,252.2,477.6,252.243145,1482.361682,392.783018,532.039226,888.359775,2699.857056,518.0,466.312771,1088.172827,4317.08805,354.091179,2380.0,1880.0,1318.0,2356.0,,238.7,6796.63,1275.832719,1030.146502,1088.0,3020.0,,696.5,1187.0,243.4,3734.5,1438.78488,124.5,19.2,443.564662,,4689.5,1490.0,231.0,155.229725,605.840807,1306.389798,,416.746119,,1132.375712,271.2,624.456379,1439.67123,2911.486886,421.2,2739.615346,1700.0,113.254227,1113.690709,1938.0,443.969728,2983.317761,,778.510549,1848.235458,1479.0,347.74005,253.497175,,,2300.756495,447.1,1041.0,1163.0,2768.531705,1136.0,844.5,862.447756,988.0,58.2,457.8,906.873134,3590.0,1743.0,1134.0,1087.283408,261.0,6293.070064,495.0,719.0,1304.0,235.505705,490.359088,2145.0,390.159516,5400.0,2176.5,2353.025273,3049.734513,251.798516,74.52108,484.180151,481.44
2015-01-23,344.0,750.0,432.4,284.188714,256.0,478.7,237.573415,1493.814258,396.12735,530.063221,870.883845,2623.862428,519.0,478.74164,1099.647409,4372.93098,348.678905,2374.0,1913.0,1349.0,2328.0,,239.9,6832.83,1284.838597,1047.095896,1093.0,3091.0,,697.0,1190.0,243.15,3791.0,1445.410863,122.2,19.744,449.137557,,4733.5,1492.0,234.3,156.613058,610.235912,1333.845292,,418.426547,,1134.379917,270.0,630.574751,1460.719055,3004.147273,431.1,2786.152386,1675.0,115.110854,1112.149268,1969.5,423.353424,3057.2312,,780.583813,1863.734288,1479.0,355.026032,260.116367,,,2325.71047,449.7,1053.0,1162.0,2742.507908,1120.0,861.5,864.200324,995.5,58.85,462.6,905.255078,3625.0,1775.0,1160.0,1047.875319,265.9,6418.75192,504.0,684.5,1293.0,234.956508,493.534218,2147.0,392.740821,5560.0,2185.0,2352.02696,3076.767616,250.210766,74.402871,487.794185,485.35
2015-01-26,346.5,764.5,439.0,284.503779,255.7,480.0,240.716929,1492.320444,401.935927,534.01523,870.398403,2627.957947,512.0,476.439998,1126.421432,4351.45293,351.430909,2405.0,1922.0,1346.0,2331.0,,238.65,6852.4,1286.839903,1013.197108,1118.0,3091.0,,702.5,1186.0,240.75,3779.5,1478.540778,123.1,19.94,449.609836,,4700.0,1516.0,235.0,156.613058,612.482299,1328.108323,,424.159772,,1140.392531,271.4,629.427557,1478.399228,3035.359192,426.0,2788.175736,1687.0,114.98977,1104.442066,1967.0,414.243894,3097.937151,,778.510549,1869.081384,1471.0,363.636738,258.05905,,,2310.738085,448.6,1034.0,1181.0,2772.535367,1133.0,862.0,859.496063,998.0,58.5,461.6,900.686447,3645.0,1774.0,1158.0,1061.169614,266.2,6436.706471,504.0,697.0,1303.0,229.664245,491.152871,2139.0,395.704542,5500.0,2211.5,2390.961192,3111.810527,250.677751,74.865857,489.099253,496.23
2015-01-27,349.0,770.0,440.6,276.942217,251.1,484.0,242.09817,1477.88024,398.23956,525.617211,883.50535,2614.306218,506.0,470.916056,1122.596572,4295.61,345.193033,2353.0,1923.0,1321.0,2268.0,,236.7,6811.61,1270.829453,1011.313842,1105.0,3074.0,,697.0,1175.0,239.45,3756.0,1471.914795,121.8,19.72,448.38191,,4725.0,1545.0,244.3,156.11901,603.59442,1324.830055,,422.083949,,1147.407248,282.7,631.721946,1506.182357,3020.728605,422.1,2755.802142,1640.0,111.195793,1112.149268,1942.0,419.517832,3091.509896,,777.992233,1879.233118,1460.0,371.585082,259.400779,,,2345.67365,445.0,1012.0,1165.0,2734.500585,1117.0,858.0,866.137372,1015.0,57.05,463.3,896.308177,3620.0,1764.0,1151.0,1035.055821,264.6,6423.240558,500.0,693.5,1278.0,229.91388,485.695616,2151.0,390.446328,5515.0,2191.0,2371.993233,3081.773746,252.452296,74.00884,482.875083,488.24
2015-01-28,349.9,759.5,432.95,278.044944,252.3,481.7,245.717973,1490.328692,402.816014,525.12321,883.50535,2634.328754,513.0,468.154085,1125.465217,4304.20122,343.908765,2384.0,1923.0,1340.0,2288.0,,237.25,6825.94,1289.841862,1009.430576,1121.0,3097.0,,706.0,1191.0,236.85,3778.5,1496.525589,122.2,20.08,451.12113,,4743.5,1580.0,237.1,157.008296,603.789758,1344.499663,,420.106975,,1146.405146,287.6,637.45792,1487.660271,3044.137545,426.9,2688.019931,1677.0,110.227118,1122.939351,1962.0,434.860198,3103.293197,,784.730341,1885.200167,1454.0,370.92272,260.831955,,,2349.666286,448.2,999.0,1184.0,2726.493263,1116.0,859.0,877.575182,1032.0,57.5,464.1,861.37719,3617.0,1788.0,1145.0,1058.795633,269.3,6490.570123,498.125,673.5,1278.0,227.317676,488.6723,2170.0,395.41773,5620.0,2153.5,2406.93421,3100.797041,245.540912,73.644362,505.462795,496.57
2015-01-29,346.7,757.5,424.85,279.62027,247.7,481.5,238.525995,1486.345187,413.993125,529.56922,837.388313,2626.592774,516.0,468.154085,1135.983584,4295.61,338.679957,2411.0,1935.0,1361.0,2319.0,,237.65,6810.6,1298.84774,1025.438337,1119.0,3160.0,,699.0,1200.0,236.55,3794.0,1521.136383,122.0,20.36,460.755626,,4761.5,1605.0,237.1,159.083295,603.692089,1346.548581,,424.851713,,1160.434579,292.6,641.281903,1579.428788,3082.177072,429.1,2689.031606,1646.0,106.312058,1117.54431,2022.5,442.051933,3162.209706,,770.73581,1889.113622,1450.0,373.572168,260.474161,,,2353.658922,449.0,1007.0,1183.0,2708.476788,1110.0,868.5,873.977806,1042.0,57.5,466.4,847.00504,3552.0,1765.0,1162.0,1042.177765,269.2,6548.922414,501.5,655.0,1276.0,226.668625,488.176186,2199.0,394.366088,5720.0,2060.0,2429.895424,3104.801945,246.381486,73.74287,497.933558,494.19
2015-01-30,342.8,756.5,424.45,280.88053,248.4,480.2,237.097126,1460.950345,403.432076,521.665202,872.825615,2662.087271,507.5,471.376384,1136.939799,4299.90561,332.442081,2365.0,1897.0,1351.0,2293.0,,234.5,6749.4,1274.832066,1008.488943,1088.0,3124.0,,696.5,1191.0,234.15,3752.0,1506.937848,120.9,20.12,457.544127,,4743.0,1609.0,232.6,157.601153,595.390224,1327.69854,,420.008126,,1153.419862,293.8,641.664301,1567.642006,3026.58084,417.9,2693.078305,1680.0,106.957841,1116.002869,1970.0,438.69579,3138.643103,,761.406123,1905.13081,1466.0,360.656109,258.595742,,2261.660302,2355.65524,451.5,1006.0,1173.0,2659.431938,1127.0,858.0,862.908958,1027.0,57.6,459.3,844.911085,3528.0,1729.0,1156.0,1056.896448,267.9,6495.058761,492.0,650.0,1276.0,224.421909,485.001057,2152.0,394.270484,5630.0,2018.0,2418.913974,3053.739417,238.536131,72.649434,494.921863,492.66
2015-02-02,335.1,775.0,437.7,278.517542,249.2,477.0,241.097961,1454.477149,403.256058,522.653204,860.689553,2694.851422,507.0,472.297041,1136.939799,4281.004926,335.285819,2342.0,1888.0,1363.0,2280.0,,233.85,6782.55,1294.845128,1009.430576,1063.0,3130.0,,686.5,1184.0,235.85,3767.0,1488.006468,120.7,20.1,451.498953,,4682.0,1617.0,232.5,158.885676,598.124956,1319.912653,,409.530164,,1161.436682,293.3,635.928327,1466.612446,3037.309937,413.1,2636.424517,1734.0,107.684347,1124.480792,1950.0,429.58626,3121.503755,,756.741279,1921.8549,1458.0,350.720679,259.400779,,,2352.660763,454.9,1009.0,1168.0,2687.457566,1141.0,868.5,861.525352,1001.0,57.45,465.1,838.534038,3540.0,1743.0,1157.0,1067.341966,267.4,6432.217833,500.0,672.0,1291.0,228.016654,485.993285,2106.0,398.09464,5630.0,2069.0,2412.924092,3071.761486,249.650383,72.570628,501.748371,495.04
2015-02-03,332.0,775.5,449.85,281.668193,253.7,480.4,256.577384,1447.008078,406.424373,526.605213,854.3788,2799.514682,520.5,476.900326,1157.020317,4260.385998,344.550899,2383.0,1897.0,1357.0,2429.0,,236.9,6871.8,1285.83925,1036.737933,1064.0,3085.0,,693.0,1175.0,248.45,3753.0,1505.04471,123.0,20.28,450.64885,,4641.5,1629.0,242.3,159.083295,603.106075,1337.12356,,410.123256,,1147.407248,295.7,640.134708,1457.351403,3003.1719,421.2,2619.226045,1830.0,108.854829,1131.417273,1926.0,428.627362,3104.364407,,761.924439,1962.074363,1477.0,354.032489,266.914456,,,2364.638671,460.5,1034.0,1185.0,2653.426446,1175.0,895.0,857.835736,994.5,57.7,476.6,870.89517,3653.0,1771.0,1164.0,1111.02322,271.3,6369.376905,494.875,706.0,1371.0,231.711253,491.152871,2113.0,404.595705,5600.0,2180.0,2441.875188,3111.810527,254.600428,73.851228,505.964744,503.03
2015-02-04,329.7,755.5,445.35,283.401051,253.7,484.4,254.338821,1469.91323,413.64109,521.665202,862.14588,2779.037088,527.5,477.360655,1152.239241,4268.977218,349.321039,2382.0,1905.0,1370.0,2398.0,,236.5,6860.02,1295.845781,1035.7963,1079.0,3080.0,,699.0,1168.0,248.75,3735.5,1523.029521,121.9,19.9,453.765893,,4688.0,1620.0,239.6,159.478533,601.250364,1333.845292,,420.205824,,1148.40935,293.4,636.310726,1496.921314,2967.083118,423.0,2648.564614,1810.0,107.603624,1135.270875,1925.0,428.627362,3089.367477,,759.332859,1976.100804,1477.0,359.000204,269.419016,,,2393.585282,458.1,1034.0,1185.0,2647.420955,1171.0,890.0,851.563389,1002.0,57.65,475.0,874.892722,3659.0,1796.0,1179.0,1092.031371,270.5,6387.331456,509.5,697.5,1349.0,229.214902,491.152871,2115.0,400.675945,5620.0,2157.0,2473.821225,3119.820335,249.090001,73.437496,510.984236,500.31
2015-02-05,333.8,764.0,450.1,289.229755,253.9,485.4,256.101094,1494.312196,413.817107,523.147205,870.883845,2803.610201,516.5,479.662297,1164.670038,4254.372144,346.477302,2361.0,1910.0,1358.0,2452.0,,230.9,6865.93,1305.852312,1033.913034,1073.0,3021.0,,702.5,1198.0,248.8,3689.0,1531.548642,122.1,20.18,454.899364,,4529.0,1630.0,244.4,160.367819,599.101646,1321.142004,,414.472599,,1147.407248,296.0,632.104345,1453.141838,2939.772688,442.0,2638.447866,1852.0,110.025311,1124.480792,1916.5,426.230117,3036.878224,,758.296227,1977.495699,1459.0,359.331385,262.889272,,,2423.530052,457.0,1030.0,1194.0,2678.449329,1179.0,877.0,845.844484,998.0,57.9,476.7,890.407029,3694.0,1784.0,1169.0,1112.922405,268.1,6409.774645,489.0,711.0,1399.0,232.060742,489.168414,2120.0,400.580341,5585.0,2169.0,2479.811107,3165.876733,251.611722,74.402871,507.470592,495.55
2015-02-06,338.0,792.0,450.6,287.339365,255.8,484.9,252.814693,1511.242091,404.576189,530.557222,834.9611,2756.284205,517.5,478.74164,1163.713823,4213.99341,352.25651,2356.0,1886.0,1375.0,2456.0,,231.4,6853.44,1302.850353,1037.679566,1094.0,3044.0,,706.0,1197.0,255.45,3628.0,1527.762366,122.3,20.22,454.615996,,4467.0,1628.0,246.5,159.478533,606.329152,1327.69854,,413.978356,,1132.375712,296.4,634.781132,1431.2521,2967.083118,443.0,2644.517915,1843.0,109.41989,1131.417273,1909.0,426.230117,3001.528319,,765.034335,2008.997071,1449.0,358.337842,266.556662,,,2465.45273,460.0,1031.0,1190.0,2706.474957,1187.0,867.5,838.741973,993.5,58.2,476.5,892.976884,3745.0,1797.0,1168.0,1087.758204,268.9,6432.217833,500.0,702.0,1395.0,228.366143,489.168414,2096.0,399.719906,5575.0,2165.0,2526.731848,3158.868151,251.98531,74.678693,506.466693,504.39
2015-02-09,335.9,781.5,457.1,284.188714,251.2,476.1,262.531008,1519.707039,400.967831,525.617211,869.91296,2816.806873,514.5,473.217698,1152.239241,4170.178188,349.504506,2334.0,1883.0,1366.0,2448.0,,228.8,6837.15,1272.830759,1016.022007,1088.0,3047.0,,678.5,1194.0,253.65,3605.0,1502.205003,121.4,19.812,449.137557,,4466.5,1609.0,245.4,158.786867,596.366914,1312.126767,,406.465854,,1128.367302,293.1,629.809955,1410.204275,2935.871198,436.6,2640.471216,1879.0,110.186757,1126.792952,1896.0,433.901301,3003.670737,,762.961071,2003.223757,1439.0,355.357213,264.141551,,,2328.704947,457.6,1028.0,1185.0,2724.491432,1162.0,865.0,821.031816,962.5,57.5,471.3,894.119041,3751.0,1775.0,1155.0,1124.317515,267.3,6355.910992,522.0,716.5,1382.0,233.059282,485.993285,2050.0,393.983672,5535.0,2186.5,2481.807734,3119.820335,250.117369,73.801974,504.960846,497.25
